p,cx,cy,cz
388,2.2894900000000002,-0.24528200000000003,0.491946,0.83536
389,1.48981,0.14205,0.47382799999999997,0.869085
390,1.17115,-0.261847,0.547622,0.7946989999999999
391,1.41937,-0.286889,-0.377823,0.880309
392,0.629209,0.500464,0.48473599999999994,0.717333
393,0.7974859999999999,0.15371300000000002,0.769583,0.6197699999999999
394,1.19086,0.533375,0.204672,0.820744
395,0.85209,0.605834,0.056866999999999994,0.793556
396,1.0752899999999999,-0.251589,-0.400987,0.8808590000000001
397,4.15956,0.0999765,0.237554,0.966216
398,3.70839,-0.108404,-0.25290799999999997,0.961398
399,2.7347,0.22579899999999997,-0.285715,0.931333
400,2.83917,-0.244765,0.23657399999999998,0.9402780000000001
401,2.35414,0.349038,0.0647009,0.9348719999999999
402,0.976217,0.542902,-0.204102,0.814616
403,0.827327,-0.491241,0.5161560000000001,0.701616
404,3.6413900000000003,0.324418,-0.09129889999999999,0.9414969999999999
405,1.81004,-0.496237,-0.10864800000000001,0.8613620000000001
406,0.5264340000000001,0.642362,0.00837848,0.766356
407,0.390866,-0.573121,0.559942,0.598329
408,0.664564,0.611698,-0.257932,0.747861
409,0.607563,0.702531,0.028252999999999997,0.7110920000000001
410,0.8982129999999999,0.257498,-0.763521,0.592225
411,0.9460940000000001,0.619926,0.132002,0.7734770000000001
412,1.34647,0.457991,-0.460221,0.7605529999999999
413,0.48572299999999996,-0.494684,-0.644256,0.583285
414,1.1146,0.576419,-0.07567389999999999,0.813643
415,1.8086200000000001,0.42140600000000006,-0.383604,0.8217450000000001
416,2.36878,0.21524899999999997,0.340882,0.915133
417,3.3893400000000002,-0.158923,0.276325,0.947833
418,1.34589,-0.288471,0.30488200000000004,0.907652
419,3.77326,0.31901199999999996,-0.026188,0.9473889999999999
420,1.0437100000000001,0.486116,0.00854954,0.8738520000000001
421,3.7002300000000004,0.103573,0.239141,0.9654450000000001
422,2.1376,0.177725,0.33203299999999997,0.926373
423,1.42292,0.377121,0.06431669999999999,0.9239280000000001
424,1.05721,-0.502106,-0.5432779999999999,0.672858
425,0.7815449999999999,0.13983199999999998,-0.600636,0.7872
426,2.10263,-0.14530099999999999,-0.355091,0.9234709999999999
427,1.22046,0.33819499999999997,-0.5565140000000001,0.758892
428,0.867032,0.489123,-0.39098,0.779675
429,2.2634,-0.279861,-0.370176,0.8858030000000001
430,0.48447299999999993,-0.8583350000000001,-0.026104000000000002,0.512426
431,1.83923,-0.168037,-0.377686,0.910559
432,3.29958,-0.269298,-0.00693385,0.963032
433,3.42527,0.289594,-0.0417847,0.9562370000000001
434,0.48816800000000005,0.450813,0.5167189999999999,0.727852
435,0.704574,-0.253271,-0.5001760000000001,0.8280559999999999
436,0.399708,-0.6002109999999999,-0.5964470000000001,0.5329149999999999
437,1.40336,0.159126,0.459888,0.873603
438,1.86044,0.428432,0.11398399999999999,0.8963559999999999
439,3.26611,0.41294,0.0326979,0.910171
440,3.73622,0.105281,0.32009899999999997,0.941516
441,1.4766299999999999,-0.119521,-0.402794,0.9074540000000001
442,0.65313,0.155798,0.5900479999999999,0.792193
443,0.599908,-0.668636,0.12979200000000002,0.732175
444,1.43574,0.323424,0.397561,0.8586860000000001
445,1.2572,0.574466,0.240494,0.782401
446,2.83161,0.481663,0.0408591,0.8754040000000001
447,0.512467,0.639365,0.464438,0.612789
448,0.339202,-0.9282370000000001,-0.161832,0.334943
449,0.8593149999999999,-0.18496600000000002,0.751741,0.632988
450,2.9010599999999998,0.117916,-0.309816,0.943456
451,3.50006,0.231531,-0.291164,0.928233
452,1.03325,-0.261175,-0.44699399999999995,0.855561
453,1.88085,-0.348788,-0.34815999999999997,0.870133
454,2.27002,0.145749,0.303942,0.941476
455,1.5686799999999999,0.193564,0.361117,0.9122100000000001
456,0.8291290000000001,-0.780575,-0.0777578,0.620207
457,0.279326,0.365315,-0.743376,0.560301
458,0.655115,0.155162,-0.63084,0.760241
459,2.32856,0.18724100000000002,0.274146,0.943284
460,2.4577400000000003,-0.07902680000000001,-0.427205,0.9006940000000001
461,1.22082,0.5963930000000001,0.174983,0.783388
462,2.42253,-0.09247949999999999,-0.37576,0.922091
463,2.0222700000000002,-0.217723,0.274765,0.936536
464,3.20578,-0.331704,-0.027698300000000002,0.9429770000000001
465,2.28335,0.280328,0.401305,0.871992
466,1.60395,-0.203296,-0.305348,0.9302870000000001
467,0.549709,0.616388,0.00872263,0.7873939999999999
468,0.6621090000000001,0.20834299999999997,0.637182,0.742019
469,0.522716,-0.641504,0.442963,0.626304
470,1.15854,-0.37458800000000003,-0.407893,0.832651
471,1.08615,0.219227,0.6511899999999999,0.726561
472,0.7314390000000001,0.702933,-0.204121,0.681337
473,0.5197729999999999,0.100382,0.715838,0.691013
474,0.6046729999999999,0.7676850000000001,0.18912,0.612286
475,1.07507,-0.0872446,0.763123,0.6403369999999999
476,0.7221810000000001,0.692934,-0.088561,0.715542
477,3.0047200000000003,-0.166919,0.260058,0.9510559999999999
478,3.8383199999999995,0.30844499999999997,0.040667699999999994,0.9503729999999999
479,0.8481700000000001,0.590097,-0.223177,0.775872
480,0.559501,0.26571500000000003,0.6499020000000001,0.712055
481,2.79964,-0.10700699999999999,0.348973,0.931003
482,1.13953,0.2647,-0.648807,0.713431
483,0.39858899999999997,0.734266,-0.243817,0.633567
484,0.967197,-0.233902,0.719217,0.65423
485,1.66842,0.47943,-0.12181700000000001,0.869084
486,3.8273599999999997,0.30413,0.022977,0.9523530000000001
487,0.595921,-0.513745,-0.45756099999999994,0.725744
488,0.758591,-0.11499000000000001,0.545515,0.830175
489,0.46510200000000007,0.78538,-0.33193,0.5224949999999999
490,1.0580399999999999,0.588631,0.083182,0.804111
491,1.0240200000000002,-0.47800699999999996,0.41906099999999996,0.771944
492,0.83641,-0.42463100000000004,0.687875,0.5886560000000001
493,0.9994190000000001,-0.5918979999999999,0.0779561,0.802234
494,0.631138,-0.329271,-0.528732,0.782319
495,0.391086,-0.442276,0.807674,0.389942
496,2.9986,0.326735,-0.101866,0.9396100000000001
497,0.9992120000000001,-0.561236,0.0692322,0.8247549999999999
498,1.44905,0.546741,0.0993448,0.8313870000000001
499,0.5681970000000001,-0.782821,-0.236328,0.575621
500,0.940241,0.18218900000000002,0.531031,0.827534
501,0.523252,0.619366,0.17490999999999998,0.765371
502,2.78248,0.172002,0.290596,0.9412590000000001
503,1.42519,-0.259077,-0.324074,0.9098649999999999
504,0.346649,0.863358,0.116185,0.491033
505,3.6179300000000003,-0.0865388,0.310208,0.946722
506,3.27399,0.16069,0.275358,0.947817
507,0.851554,0.614356,-0.151726,0.774304
